IP Address,marketplace,customer_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,timestamp
199.178.221.67,US,30044146,B00SELE6D4,785216648,Powerbass S1S 1 In. Speaker,Mobile_Electronics,5,0.0,0.0,N,Y,Worth the money,"great price sound great, vercital installation options.",2015-08-12,1439379655.0
206.146.123.199,US,2024055,B00KA6CCVY,713636156,Aweek® Air Acoustic Earpiece Headset for Baofeng Two Way Radios UV-5R UV-B6 BF-888S UV-B6 UV-B5 Walkie Talkies 2-Pin Jack,Mobile_Electronics,4,0.0,0.0,N,Y,Have recommended to friends who have similar radios,"as advertised, on time delivery, functions perfectly. have recommended to friends who have similar radios.",2015-08-12,1439385796.0
200.0.228.217,US,911055,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,3,0.0,0.0,N,Y,iphone6 doesnt like it but it turns out it was the case.,"returned mine cause my iphone6 keep saying it doesn't like it. the connection is poor so it hardly ever charges my phone. then i discovered it was the phone case that was preventing the cord from making a stable connection to the phone. since the apple cable works fine with my phone cover, i figure the after market brands should take this into consideration when they designed their cable.",2015-08-12,1439389682.0
192.54.124.150,US,7580577,B00GXXIZ7I,898155025,3.5 Inch Touch Screen Digitizer glass lens for Magellan Crossover,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,ok,2015-08-12,1439389778.0
221.133.251.180,US,28651125,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,3,0.0,0.0,N,Y,Three Stars,one doesn't work already :(,2015-08-12,1439390647.0
214.238.27.197,US,35401432,B003MPTRS6,538773170,"DIVOOM iTour POP Black Universal Speaker for iPod, iPhone, iPad, Tablet, Phone, PSP, DS & More",Mobile_Electronics,5,1.0,1.0,N,N,Much better than I expected,"i've had this for a few years and use it mostly for traveling; i keep it with my bag of connectors, power supplies, etc.  i'm now in the second week of working from a rented vacation home and have been using it nearly non-stop every day.  i listen mostly to classical music and the high, mid and low ranges are all quite good.  not like my serious speakers or earbuds, but very satisfactory all the same.  also, it's loud enough for my purposes as long as the family isn't making a racket. the battery life is very good too - i tend to forget to turn it off at night but have had to recharge only once in 8 days.",2015-08-12,1439393732.0
221.83.55.178,US,44294177,B00IZYV6YW,602427278,New launch TYT TH-9800 29/50/144/430 MHZ QUAD BAND TRANSCEIVER Mobile Car Radio,Mobile_Electronics,5,0.0,0.0,N,Y,I'm using it as Crossband repeater,"this radio work vey well. i'm using as crossband repeater , and work continuously 24hr a day. on mid power. no isuues..",2015-08-12,1439394140.0
199.26.110.4,US,865691,B00OFWBDI2,55471134,"Shinefuture® Replacement USB Charge Sync Cable Cord for Barnes & Noble Nook HD HD+ Tablet 7"" 9""",Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,was happy to find these. thank you.,2015-08-12,1439400253.0
195.146.251.233,US,10297014,B00VJXLCKO,299666285,VicTsing Wireless Bluetooth FM Transmitter Radio Adapter Car Kit with Hands-Free Calling and Music Control,Mobile_Electronics,3,0.0,0.0,N,Y,Honest review,"good product, it works as advertised. it does lose connection from time to time, i have to restart it and it continues to work.",2015-08-12,1439401148.0
193.22.21.224,US,11533781,B0067XVNTG,563475445,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,1,0.0,0.0,N,Y,"FALSE, DOSENT HAVE WALL CHARGER.","false , dosent have wall charger.",2015-08-17,1439749917.0
197.19.93.17,US,31477725,B0009NXN7K,399514862,Alpine SWR1242D / SWR-1242D / SWR-1242D 12 DVC Car Subwoofer,Mobile_Electronics,2,0.0,1.0,N,Y,Poor design quality where reliability is concerned based on my ...,failed in an application well below the rated power.  poor design quality where reliability is concerned based on my experience.,2015-08-17,1439755930.0
223.129.181.105,US,4298800,B00EDBQU1K,580928693,LAUNCH original scanner update on internet high quality x431 launch CResetter oil lamp reset tool,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,excellent product for price,2015-08-17,1439756752.0
221.187.128.236,US,18864420,B00COA3W9U,614799154,Almond Blossom by Vincent van Gogh - Geeks Designer Line Artist Series Hard Case for Apple iPod Touch 5,Mobile_Electronics,2,0.0,0.0,N,Y,the case chips extremely easily. One drop and the case breaks off its ...,"very cute case that has a pattern that wraps around entirely. however, the case chips extremely easily. one drop and the case breaks off its corner, making it useless to protect a second drop there.",2015-08-17,1439757363.0
222.250.83.170,US,52633909,B00U7XE03I,947869361,Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED),Mobile_Electronics,5,0.0,0.0,N,Y,Great sound from a little box,"great sound from a little box, and what seems to me to be excellent battery life. the fact it is water-resistant means if it gets caught in a sudden summer storm here in the south, it isn't destroyed.",2015-08-17,1439762332.0
195.189.237.224,US,2089124,B00LAG4HN4,536367292,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,1,0.0,1.0,N,Y,Defected,doesnt work well,2015-08-17,1439777415.0
194.168.253.174,US,37443727,B00N2MEGB2,389752,G1W-C Capacitor Model Dashboard Dash Cam - Heat Resistant,Mobile_Electronics,4,0.0,0.0,N,Y,Four Stars,expectations were met for this order.,2015-08-17,1439777807.0
199.209.202.147,US,29243054,B004DMZF0G,728575437,Car Charger for Nokia Phones,Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,exactly what i ordered at a very good price.,2015-08-17,1439781689.0
220.125.228.143,US,11139626,B00W2S9MBG,805170833,"Pioneer 6.2"" Double DIN 2DIN Touchscreen AM/FM DVD MP3 WMA CD Player USB Bluetooth with JDM 170° Rear View Back-up Camera",Mobile_Electronics,3,13.0,19.0,N,Y,I'm going to start by saying that this budget head unit is pretty awesome for the money you spend,"im going to give this product a 3 star.<br />i'm going to start by saying that this budget head unit is pretty awesome for the money you spend. it is also partly my fault that i didn't do a little more research before purchasing the product.<br /><br />pros<br />-the bluetooth connection is awesome. gives you the ability to listen to pandora and any other music app through your phone. when i use the mic to talk on the phone through the car, people are amazed at the quality of my voice. im glad that this unit is so clear.<br />-you can play dvd's.....<br /><br />that's as far as i can go with the standouts.<br /><br />the issue i have for this is that, i cant really imagine many people using the dvd feature anymore, considering dvd or any kind of cd device is outdated technology, especially if you have a smart phone that you are connecting to this device. i bought this unit thinking i might be able to play youtube, and other video files on the screen. once again playing video/media files from your smartphone cannot be done with this unit! i have to capslock that statement in case people are thinking that this 2015 model unit would have that feature.<br /><br />in my defense i searched the pioneer's main website prior to purchasing to get some more details about this product. it had a little ad that showed the phone app that you can download to use with pioneer headunits. i mistakenly took that ad as a feature for this specific unit. that app does not work for this unit, unless someone can show me otherwise.<br /><br />hope this helps a few of you guys.",2015-08-17,1439783636.0
195.214.49.64,US,9883480,B00C4ZKKQS,834448797,JENSEN USB & Auxiliary Audio Input Jack,Mobile_Electronics,5,0.0,0.0,N,Y,Got this port in my boat while my boat was in port!,"worked as expected... and great.  easy to install, simple to use.  you just need a 1.5&#34; drill bit and a little bit of common sense.",2015-08-17,1439794662.0
200.96.186.158,US,44776224,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,Apple MFI certified cable,apple certified cables are the best.  any others are inferior to the mfi certified ones.  don't buy unless it says apple mfi certified.,2015-08-17,1439794894.0
200.243.230.163,US,40114762,B00D5P58VI,833474848,"Bee&rose 2013 New Fashion Multifunction Bunny Girl Painting School Laptop Backpack Pu Leather Ladies Tech Friendly Backpack/purse Case Cover for Ipad,ipad Mini,touch,ipad 2 3 4,samsung Galaxy Tab 2,note 8.0,kindle Fire Hd,coby,asus Memo Pad,asus Vivotab,notebook,laptop,and Plenty of Room for Books and Accesseries,everything Woman Backpack,shoulders Back Handbag Good Birthday Xmas Hallowmas Gift to",Mobile_Electronics,2,0.0,0.0,N,Y,Not durable,"the straps broke at the seam where it was attached to the bag, after only about a month",2015-08-17,1439809090.0
216.176.37.203,US,51563878,B00J5Q9OOI,372361925,Beats by Dr. Dre Studio 2.0 Wireless Over-Ear Headphones with RemoteTalk Cable (Matte Black),Mobile_Electronics,5,0.0,0.0,N,Y,Five Stars,perfect just what i was looking for,2015-08-17,1439811933.0
200.243.202.33,US,46007843,B00VU7PGPQ,973149575,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,3,0.0,0.0,N,Y,Cables work fine,received on time without issue for a great price.  cables are very stiff.  rolled them up for travel a few times now and found a few crimps in the sheathing after unrolling but they are still working fine.  my worry is that cables will develop on open circuit after a few months of use.  time will tell.,2015-08-17,1439814254.0
206.41.246.128,US,11258248,B00MFM8AUI,570563566,"Lumsing&reg; Portable NFC Bluetooth Speaker,Rechargeable Battery Powerful Sound Bass System for iPhone iPad MP3 Player Smartphones Laptop",Mobile_Electronics,3,0.0,0.0,N,Y,Nice for the price,for the size and price its worth it. volume is difficult to control but the sound is good.,2015-08-17,1439817389.0
195.238.18.70,US,28710645,B00XTLMKX2,438245684,Silicone Case for Microsoft Lumia 640 XL - X-Style blue - Cover PhoneNatic + protective foils,Mobile_Electronics,5,0.0,0.0,N,Y,It fits perfectly! I want it in another color ...,it fits perfectly!  i want it in another color.,2015-08-17,1439820670.0
198.216.53.120,US,40250715,B00J46XO9U,744008282,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,0.0,0.0,N,Y,It work very well,it is a perfect replacement for your apple charging cord.  it works good with iphone 6 and ipad.,2015-08-17,1439825695.0
209.33.185.3,US,13034621,B00LAG4F6S,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0.0,0.0,N,Y,iPad only,"these are nice and sturdy, but they only work with my ipad air and not with my iphone 6",2015-08-17,1439831049.0
208.91.119.25,US,14324509,B00OX52T1Q,86915277,"Clip-Dat Blue Mini Clip MP3 Player w/ Black Button - Assembled, QC Tested, & Imaged by FairlyAdept -  Same Day Processing",Mobile_Electronics,4,1.0,1.0,N,N,"when they finally go bad, I will recycle them","got 3 of them, all work as advertised, when they finally go bad, i will recycle them. i use them at work.",2015-08-17,1439832665.0
207.69.205.41,US,14458914,B00L7C22WE,13356479,"REXING F9US Version 2.7"" LCD FHD 1080p 170 Degree Wide Angle Car Dashboard Camera Recorder Dash Cam with G-Sensor, WDR, Motion Detection",Mobile_Electronics,1,14.0,16.0,N,Y,Potentially decent camera ruined by misleading product packaging & sudden failure. DON'T BUY,"this has the potential to be a great inexpensive dashcam, but two flaws are ruining it for me:<br />1. despite what the product pictures show, the camera has a bright silver lens barrel, not the more subtle black one show in the pics. this would be a minor cosmetic issue, except for the fact that the silver barrel makes this super obvious if you leave it mounted to your windshield when your car is parked. it's like the damn thing was designed to be enticing to thieves. i contacted amazon about this and they sent me a second one, which (despite the pics on the site and the product box) also sports the bright silver color. annoying, but fixable with a sharpie and some time.<br />2. the dashcam broke within a couple weeks of installing it. it works for about 3 minutes before powering off completely, and refuses to power up again until the power cord is completely disconnected and re-inserted (hardly safe while driving). i've heard good things from trusted sources about this camera so i'm hoping this is just a fluke and hopefully the soon-to-be-received replacement will be awesome, but this early and sudden failure (coupled with the issue noted above) doesn't inspire a lot of confidence.<br /><br />**update**  wanted to provide an update. about ~15 months after purchasing the original and then getting the replacement because the 1st one was doa, the second camera is broken. it powers on and i can &#34;use&#34; it as you'd expect, but it no longer records reliably to memory cards (i've tried with different known-good cards formatted in-camera). super frustrating to find out that it stopped recording files to the card months ago, despite all the icons on the lcd display indicating everything is working fine. naturally it is just outside the manufacturers warranty now, so i've got an $89 paperweight. i strongly encourage you to skip this camera and buy something else - this one is junk. :-(",2015-08-17,1439833521.0
